0.400,0.000,0.500
0.400,0.000,0.520
0.400,0.000,0.540
0.400,0.000,0.560
0.400,0.000,0.580
0.400,0.000,0.600
0.400,0.000,0.620
0.400,0.000,0.640
0.400,0.000,0.660
0.400,0.000,0.680
